name,domain,getapp_logo,clearbit_logo,desc,rating,num_reviews,cat,subcat,getapp_cat_link
Spiceworks,spiceworks.com,https://ga1.imgix.net/logo/o/91171-1907147960.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/spiceworks.com,Server monitoring software,4.32,177,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=3
HYPE GO!,,https://ga1.imgix.net/logo/o/91239-556455629.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,A Platform for Collaborative Innovation and Idea Management,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Feefo,feefo.com,https://ga0.imgix.net/logo/o/100817-1418904859-6535418?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/feefo.com,Reviews and ratings management software,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Shopper Approved,shopperapproved.com,https://ga1.imgix.net/logo/o/100805-1418817693-896899?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/shopperapproved.com,Customer reviews and ratings software,1.0,1,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Experitus.io,,https://ga1.imgix.net/logo/o/104537-1469697858-3111222?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Feedback and review management software for tour companies,5.0,2,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=3
UserRules,userrules.com,https://ga1.imgix.net/logo/o/10344-2967411147.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/userrules.com,Community forum & customer-support management platform,4.0,1,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
The IdeaWall,theideawall.com,https://ga0.imgix.net/logo/o/90454-3596127981.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/theideawall.com,Let your Customer's Voice be heard!,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=5
Pastel,pastelshop.com,https://ga1.imgix.net/logo/o/112835-1521669986-4681113?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/pastelshop.com,Sticky note-based feedback collection tool for live websites,3.0,1,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Walsh Mobile Survey Solution,,https://ga1.imgix.net/logo/o/111909-1518460872-1835048?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Transform surveys into a powerful business tool,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=5
UserReport,userreport.com,https://ga0.imgix.net/logo/o/106825-1490179129-224929?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/userreport.com,Online survey & feedback management platform,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=5
Talmetrix,talmetrix.com,https://ga1.imgix.net/logo/o/102601-1480071975-2080162?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/talmetrix.com,Real-time employee engagement application for enterprises,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=5
TeamHeadquarters,teamheadquarters.ca,https://ga1.imgix.net/logo/o/107585-1496757682-2122002?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/teamheadquarters.ca,Unified project management & help desk software,4.25,8,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=3
Survey Galaxy,surveygalaxy.com,https://ga1.imgix.net/logo/o/9709-3425000004.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/surveygalaxy.com,Create and deploy online surveys and questionnaires,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=4
ServiceWise,,https://ga1.imgix.net/logo/o/103283-1459417454-6090977?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Web based help desk management software,4.67,3,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=3
IncidentMonitor,,https://ga0.imgix.net/logo/o/104999-1473086514-300875?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Service desk software with self-service web portal support,4.2,5,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=3
SutiSurvey,,https://ga0.imgix.net/logo/o/107399-1496323732-8329053?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Online survey creation & feedback collection,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=5
AIhelp,aihelp.net,https://ga1.imgix.net/logo/o/110985-1511194987-5929563?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/aihelp.net,BEST In-App Messaging & Operations for AI Customer Support,5.0,4,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
OPINIA Census,,https://ga0.imgix.net/logo/o/111493-1514015794-2250578?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Survey & analysis tool for SMBs,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=4
Smart Audit Interactif (SAI),,https://ga1.imgix.net/logo/o/1730-2076893485.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Lead generation solution,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=4
Re:Desk,re-desk.com,https://ga1.imgix.net/logo/o/108169-1498141456-332503?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/re-desk.com,Help desk software for eCommerce or multi-vendor stores,4.8,5,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
UVdesk,uvdesk.com,https://ga0.imgix.net/logo/o/108201-1498207605-46072?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/uvdesk.com,eCommerce customer support solution for business,4.33,9,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
ServiceNow Express,,https://ga1.imgix.net/logo/o/104551-1468935886-2516134?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Cloud-based IT service management software,4.21,14,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
JitBit Help Desk,,https://ga1.imgix.net/logo/o/100637-1415006016-4475572?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Helpdesk ticketing system software,4.23,13,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
osTicket,osticket.com,https://ga1.imgix.net/logo/o/10260-1414761136-139616?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/osticket.com,Customer support ticket system,4.21,19,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
Quiq Messaging,,https://ga0.imgix.net/logo/o/109689-1504855179-2012646?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Business messaging solution - SMS, FB Messenger, Kik, & Chat",4.42,12,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
4me,4me.com,https://ga0.imgix.net/logo/o/10366-1525955122-1597342?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/4me.com,SIAM and ITSM for multi-national organizations,4.69,13,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
Sellsy Helpdesk,,https://ga0.imgix.net/logo/o/91589-1927048586.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Helpdesk Software by Sellsy,4.52,29,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
Groove,grooveapp.com,https://ga0.imgix.net/logo/o/91569-1461693818-6485531?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Simple Help Desk Software,4.32,31,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
Help Desk Migration,help-desk-migration.com,https://ga0.imgix.net/logo/o/107273-1494844933-091087?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/help-desk-migration.com,Online help desk data migration service,4.85,13,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
Track-It!,trackit.com,https://ga0.imgix.net/logo/o/100579-1414403678-384842?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/trackit.com,Help desk and asset management,4.14,50,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
Coworkers.com,,https://ga0.imgix.net/logo/o/2313-2783235881.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Colleague feedback and performance evaluation,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=4
Forms on the Fly,formsonthefly.co.uk,https://ga1.imgix.net/logo/o/9699-655317194.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/formsonthefly.co.uk,Interactive lead generation form creation software,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=4
Casengo,casengo.com,https://ga1.imgix.net/logo/o/91650-2584161013.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/casengo.com,"Customer Support Software for Live Chat, Email and Twitter",4.67,12,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
ATryBox,atrybox.com,https://ga0.imgix.net/logo/o/104105-1465910907-6748292?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/atrybox.com,User testing marketplace,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=4
LiveHelpNow,livehelpnow.net,https://ga1.imgix.net/logo/o/8781-1415970604-280193?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/livehelpnow.net,Customer Service & Live Chat,4.87,23,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=4
Surveytagger,,https://ga0.imgix.net/logo/o/100725-1416572571-505103?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Feedback Text Categorizer,4.0,1,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=4
Elementool Help Desk,,https://ga0.imgix.net/logo/o/10026-1043106563.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Help Desk,5.0,1,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=5
Elementool,elementool.com,https://ga0.imgix.net/logo/o/8258-3909038183.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/elementool.com,IT project management,5.0,1,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=5
Brand Embassy,brandembassy.com,https://ga0.imgix.net/logo/o/102049-1444837590-601354?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/brandembassy.com,Social Customer Service Software,5.0,1,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=5
FuseDesk,fusedesk.com,https://ga0.imgix.net/logo/o/101227-1427280624-66077?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/fusedesk.com,Help Desk and Ticketing System,4.0,3,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=5
AJ Helpdesk,,https://ga1.imgix.net/logo/o/9977-1425624294.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,For Smarter E-Support,5.0,1,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=5
BeAnywhere Support Express,,https://ga1.imgix.net/logo/o/8158-2863861887.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Get Live From the Cloud ,4.5,2,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=5
EvantoDesk,evantodesk.com,https://ga0.imgix.net/logo/o/108581-1499784472-121456?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/evantodesk.com,Help desk software for small & medium businesses,5.0,2,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=5
LBi HR HelpDesk,,https://ga0.imgix.net/logo/o/105859-1482151243-2856185?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Cloud-based HR management system with call-tracking workflow,4.33,3,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=5
